,name,boss_num,prog_time,guild_name
3,Sun King's Salvation,3,2.77778,Sacred Lotus
4,Artificer Xy'mox,4,13.8889,Sacred Lotus
5,Lady Inerva Darkvein,5,0.0,Sacred Lotus
6,The Council of Blood,6,8.33334,Sacred Lotus
7,Sludgefist,7,8.33334,Sacred Lotus
8,Stone Legion Generals,8,22.22224,Sacred Lotus
9,Sire Denathrius,9,36.11114,Sacred Lotus
0,Shriekwing,0,0.0,Okay
1,Huntsman Altimor,1,8.33334,Okay
2,Hungering Destroyer,2,11.11112,Okay
3,Sun King's Salvation,3,2.77778,Okay
4,Artificer Xy'mox,4,8.33334,Okay
5,Lady Inerva Darkvein,5,5.55556,Okay
6,The Council of Blood,6,8.33334,Okay
7,Sludgefist,7,8.33334,Okay
8,Stone Legion Generals,8,25.00002,Okay
9,Sire Denathrius,9,25.00002,Okay
0,Shriekwing,0,0.0,just sit me
1,Huntsman Altimor,1,0.0,just sit me
2,Hungering Destroyer,2,0.0,just sit me
3,Sun King's Salvation,3,0.0,just sit me
4,Artificer Xy'mox,4,2.77778,just sit me
5,Lady Inerva Darkvein,5,0.0,just sit me
6,The Council of Blood,6,2.77778,just sit me
7,Sludgefist,7,0.0,just sit me
8,Stone Legion Generals,8,25.00002,just sit me
9,Sire Denathrius,9,36.11114,just sit me
0,Shriekwing,0,5.55556,Dinosaur Cowboys
1,Huntsman Altimor,1,2.77778,Dinosaur Cowboys
2,Hungering Destroyer,2,5.55556,Dinosaur Cowboys
3,Sun King's Salvation,3,5.55556,Dinosaur Cowboys
4,Artificer Xy'mox,4,2.77778,Dinosaur Cowboys
5,Lady Inerva Darkvein,5,2.77778,Dinosaur Cowboys
6,The Council of Blood,6,16.66668,Dinosaur Cowboys
7,Sludgefist,7,13.8889,Dinosaur Cowboys
8,Stone Legion Generals,8,19.44446,Dinosaur Cowboys
9,Sire Denathrius,9,38.88892,Dinosaur Cowboys
0,Shriekwing,0,0.0,Business Class
1,Huntsman Altimor,1,5.55556,Business Class
2,Hungering Destroyer,2,8.33334,Business Class
3,Sun King's Salvation,3,8.33334,Business Class
4,Artificer Xy'mox,4,5.55556,Business Class
5,Lady Inerva Darkvein,5,11.11112,Business Class
6,The Council of Blood,6,13.8889,Business Class
7,Sludgefist,7,22.22224,Business Class
8,Stone Legion Generals,8,36.11114,Business Class
9,Sire Denathrius,9,50.00004,Business Class
0,Shriekwing,0,0.0,Thats My Cousin
1,Huntsman Altimor,1,2.77778,Thats My Cousin
2,Hungering Destroyer,2,2.77778,Thats My Cousin
3,Sun King's Salvation,3,0.0,Thats My Cousin
4,Artificer Xy'mox,4,11.11112,Thats My Cousin
5,Lady Inerva Darkvein,5,5.55556,Thats My Cousin
6,The Council of Blood,6,11.11112,Thats My Cousin
7,Sludgefist,7,5.55556,Thats My Cousin
0,Shriekwing,0,2.77778,scheme team
1,Huntsman Altimor,1,5.55556,scheme team
2,Hungering Destroyer,2,2.77778,scheme team
3,Sun King's Salvation,3,0.0,scheme team
4,Artificer Xy'mox,4,8.33334,scheme team
5,Lady Inerva Darkvein,5,8.33334,scheme team
6,The Council of Blood,6,8.33334,scheme team
7,Sludgefist,7,16.66668,scheme team
8,Stone Legion Generals,8,22.22224,scheme team
9,Sire Denathrius,9,30.55558,scheme team
